Accepted name,Name as entered,locality/site,Country,Latitude,Longitude,Altitude (m),Vegetation type,Reference,Specimen details
Aspidosperma cylindrocarpon Müll.Arg.,Aspidosperma cylindrocarpon Müll.Arg.,"São José do Rio Preto, floresta semidecidual",Brazil,-20.723100662231,-49.418598175049,562,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Randia armata (Sw.) DC.,Randia armata (Sw.) DC.,Mata em Viçosa,Brazil,-20.287300109863,-42.751899719238,,,"SILVA, N. R. S., MARTINS, S. V., NETO, J. A. A. M. & SOUZA, A. L 2004 Composição florística e estrutura de uma floresta estacional semidecidual montana em Viçosa, MG. Revista Árvore. Composição florística e estrutura de uma floresta estacional semidecidual montana em Viçosa, MG. Revista Árvore. 28(3):397-405",
Xylopia aromatica (Lam.) Mart.,Xylopia aromatica (Lam.) Mart.,"Unaí, Gruta do Curral, floresta decidual",Brazil,-16.405599594116,-47.076099395752,800,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Maclura tinctoria (L.) D.Don ex Steud.,Maclura tinctoria (L.) D.Don ex Steud.,"Armação dos Búzios, Emerenças, floresta semidecidual",Brazil,-22.815000534058,-41.958099365234,46,Seasonally dry Semideciduous Broadleaved Forest,"KURTZ, B.C.; SÁ, C.F.C. & SILVA, D.O. 2009 Fitossociologia do componente arbustivo-arbóreo de florestas semidecíduas costeiras da região de Emerenças, Área de Proteção Ambiental do Pau Brasil, Armação dos Búzios, Rio de Janeiro, Brasil. Rodriguésia 60 (1",
Luehea divaricata Mart.,Luehea divaricata Mart.,"Cachoeiro de Itapemirim, floresta semidecidual",Brazil,-20.744400024414,-41.291900634766,,,"ABREU, K.M.P; SILVA, G.F.S.; SILVA, A.G. 2013 ANÁLISE FITOSSOCIOLÓGICA DA FLORESTA NACIONAL DE PACOTUBA, CACHOEIRO DE ITAPEMIRIM, ES – BRASIL Cerne 19 (1): 157-168",
Mabea fistulifera Mart.,Mabea fistulifera Mart.,"Ponte Nova, floresta semidecidual",Brazil,-20.427499771118,-42.928901672363,427,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Zollernia ilicifolia (Brongn.) Vogel,Zollernia ilicifolia (Brongn.) Vogel,"Martinho Campos, floresta ripícola",Brazil,-19.286100387573,-45.138900756836,611,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Ziziphus undulata Reissek,Ziziphus undulata Reissek,"Paulista, floresta semidecidual",Brazil,-7.9222002029419,-34.878898620605,71,Seasonally dry Semideciduous Broadleaved Forest,"ANDRADE-LIMA, D. 1979 A flora e a vegetação da área Janga-Manguape Paulista - Pernambuco. In: 30° Congresso Nacional de Botânica, Anais... Sociedade Brasileira de Botânica, Campo Grande, MS. pp. 179-190.",
Chrysophyllum gonocarpum (Mart. & Eichler) Engl.,Chrysophyllum gonocarpum (Mart. & Eichler) Engl.,"Gruta do Itambé, floresta semidecidual",Brazil,-21.069999694824,-47.436100006104,649,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Trema micrantha (L.) Blume,Trema micrantha (L.) Blume,"Anastácio, floresta ripícola",Brazil,-20.778600692749,-56.751098632812,402,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Eugenia repanda O.Berg,Eugenia repanda O.Berg,"Armação dos Búzios, Emerenças, floresta semidecidual",Brazil,-22.815000534058,-41.958099365234,46,Seasonally dry Semideciduous Broadleaved Forest,"KURTZ, B.C.; SÁ, C.F.C. & SILVA, D.O. 2009 Fitossociologia do componente arbustivo-arbóreo de florestas semidecíduas costeiras da região de Emerenças, Área de Proteção Ambiental do Pau Brasil, Armação dos Búzios, Rio de Janeiro, Brasil. Rodriguésia 60 (1",
Campomanesia velutina (Cambess.) O.Berg,Campomanesia velutina (Cambess.) O.Berg,"Crato, floresta decidual de brejo",Brazil,-7.2396998405457,-39.484401702881,928,Seasonally dry Deciduous Broadleaved Forest,"RIBEIRO-SILVA, S.; MEDEIROS, M.B.; GOMES, B.M.; SEIXAS, E.N.C. & SILVA M.A.P. 2012 Angiosperms from the Araripe National Forest, Ceará, Brazil. Check List 8 (4): 744– 751.",
Pseudopiptadenia inaequalis (Benth.) Rausch.,Pseudopiptadenia inaequalis (Benth.) Rausch.,"Seritinga, floresta semidecidual",Brazil,-21.90419960022,-44.558101654053,984,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Aspidosperma spruceanum Benth. ex Müll.Arg.,Aspidosperma spruceanum Benth. ex Müll.Arg.,"Frei Gaspar, floresta semidecidual",Brazil,-18.072500228882,-41.4660987854,734,Seasonally dry Semideciduous Broadleaved Forest,"REIS, H.; SCOLFORO, J.R.S.; OLIVEIRA, A.D.; OLIVEIRA-FILHO, A.T.; MELLO, J.M. 2007 Análise da composição florística, diversidade e similaridade de fragmentos de mata atlântica em Minas Gerais. Cerne 13 (3): 280-290.",
Machaerium hirtum (Vell.) Stellfeld,Machaerium hirtum (Vell.) Stellfeld,"Usina de Irapé, carrasco",Brazil,-16.751899719238,-42.580600738525,659,Seasonally dry Semideciduous Broadleaved Forest,"DIAS-NETO, O.C.; SCHIAVINI, I.; LOPES, S.F.; VALE, V.S.; GUSSON, A.E. & OLIVEIRA, A. P. 2009 Estrutura fitossociológica e grupos ecológicos em fragmento de floresta estacional semidecidual, Uberaba, Minas Gerais, Brasil. Rodriguésia 60 (4): 1087-1100.",
Chrysophyllum gonocarpum (Mart. & Eichler) Engl.,Chrysophyllum gonocarpum (Mart. & Eichler) Engl.,"Matão, floresta semidecidual",Brazil,-21.615600585938,-48.537498474121,585,Seasonally dry Semideciduous Broadleaved Forest,"ROZZA, A.F. 1997 Dissertação de Mestrado (Biologia Vegetal) - Universidade Estadual de Campinas, Campinas, SP, Brasil. Florística, Fitossociologia e Caracterização Sucessional Em Uma Floresta Estacional Semidecidual: Mata da Virgínia, Matão, SP.",
Cordia superba Cham.,Cordia superba Cham.,"Fortaleza dos Nogueiras, floresta ripícola",Brazil,-6.9913997650146,-46.154201507568,436,Seasonally dry Semideciduous Broadleaved Forest,"RATTER, J.A. 1993 Royal Botanic Garden Edinburgh, Edinburgh, U.K. Field notes from the Expedition to Tocantins, Piauí and Maranhão (unpublished).",
Ocotea notata (Nees & Mart.) Mez,Ocotea notata (Nees & Mart.) Mez,"Miraí, floresta semidecidual",Brazil,-21.244699478149,-42.614700317383,514,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Mollinedia argyrogyna Perkins,Mollinedia argyrogyna Perkins,"Arantina e Bom Jardim, floresta semidecidual",Brazil,-21.937200546265,-44.265800476074,1141,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Erythroxylum barbatum O.E. Schulz,Erythroxylum barbatum O.E. Schulz,"Santana do Cariri, carrasco arenícola",Brazil,-7.2624998092651,-39.659999847412,927,Arid Deciduous Broadleaved Forest,"RIBEIRO-SILVA, S.; MEDEIROS, M.B.; GOMES, B.M.; SEIXAS, E.N.C. & SILVA M.A.P. 2012 Angiosperms from the Araripe National Forest, Ceará, Brazil. Check List 8 (4): 744– 751.",
Jacaratia corumbensis Kuntze,Jacaratia heptaphylla (Vell.) A.DC.,"Rio Pomba, floresta semidecidual",Brazil,-21.273099899292,-43.10530090332,581,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Croton heliotropiifolius Kunth,Croton heliotropiifolius Kunth,"São Vicente Férrer, floresta semidecidual",Brazil,-7.6069002151489,-35.431900024414,517,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Byrsonima verbascifolia (L.) DC.,Byrsonima verbascifolia (L.) DC.,"Palmas, Unitins, cerradao distrofico",Brazil,-10.430999755859,-48.347999572754,,,"AZEVEDO, M. I. 2008 Estrutura e restauração de cerradão em Palmas - TO, e germinação de sementes de Buchenavia tomentosa Eichler, Hymenaea stigonocarpa Mart. ex Hayne,  Guazuma ulmifolia Lam. e Enterolobium gummiferum (Mart.) J.F. Macbr. Tese de Doutorad",
Hancornia speciosa Gomes,Hancornia speciosa Gomes,"Cerradão de Cerrado, Paulino Neves, Maranhão",Brazil,-3.2030999660492,-42.441101074219,,,"MEDES, M. R. A.; CASTRO, A. A. J. F. 2009 Fitossociologia de uma comunidade arbórea de cerradão de cerrado no município de São Bernardo, Maranhão  Publicações Avulsas Conservação Ecossistema",
Platypodium elegans Vogel,Platypodium elegans Vogel,"Jenipapo de Minas, caatinga arbórea",Brazil,-17.121700286865,-42.20719909668,534,Arid Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Senegalia polyphylla (DC.) Britton & Rose,Senegalia polyphylla (DC.) Britton & Rose,"Vitória da Conquista, floresta semidecidual de cipó",Brazil,-14.846099853516,-40.729698181152,950,Seasonally dry Semideciduous Broadleaved Forest,"SOARES-FILHO, A.O. 2000 Dissertação de Mestrado, Universidade de São Paulo, São Paulo, SP, Brasil. Estudo fitossociológico de duas florestas em região ecotonal no planalto de Vitória da Conquista, Bahia, Brasil.",
Bowdichia virgilioides Kunth,Bowdichia virgilioides Kunth,"Bandeira e Macarani, floresta semidecidual de cipó",Brazil,-15.780300140381,-40.51969909668,876,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T.; TAMEIRÃO-NETO, E.; CARVALHO, W.A.C.; BRINA, A.E.; WERNECK, M. & ; VIDAL, C.V.; REZENDE, S.C. & PEREIRA, J.A.A. 2005  Analise floristica do compartimento arboreo de areas de floresta atlantica sensu lato na regiao das Bacias do Leste (Bahia, Minas Gerais, Espirito Santo e Rio de Janeiro). (Floristic analysis of the tree component of atlantic forest areas in central eastern Brazil .)",
Senna silvestris (Vell.) H.S.Irwin & Barneby,Senna silvestris (Vell.) H.S.Irwin & Barneby,"Presidente Prudente, floresta semidecidual",Brazil,-22.275299072266,-51.737499237061,377,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Brosimum guianense (Aubl.) Huber,Brosimum guianense (Aubl.) Huber,"Jequitinhonha, Mata Escura, floresta semidecidual",Brazil,-16.343299865723,-41.090599060059,1122,Seasonally dry Semideciduous Broadleaved Forest,"COSENZA, B.A.P. 2003 Marcos Vidigal de Vasconcelos”, no município de Tombos, MG. Dissertação de Mestrado, Universidade Federal de Viçosa, Viçosa, MG, Brasil. Florística e fitossociologia na Reserva Particular do Patrimônio Natural – RPPN, “Dr.",
Solanum gardneri Sendtn.,Solanum gardneri Sendtn.,"Jequié, floresta semidecidual de cipó",Brazil,-13.80860042572,-40.343898773193,650,Seasonally dry Semideciduous Broadleaved Forest,"MACEDO, G.E.L. 2007 Tese de Doutorado, Universidade Federal Rural de Pernambuco, Recife, PE, Brazi Composição florística e estrutura do componente arbóreo-lianescente de um trecho de floresta estacional semidecidual no município de Jequié, Bahia, Brasil.",
Ruprechtia laxiflora Meisn.,Ruprechtia laxiflora Meisn.,"Gália, floresta semidecidual",Brazil,-22.406400680542,-49.696701049805,564,Seasonally dry Semideciduous Broadleaved Forest,"DURIGAN, G.; FRANCO, G.A.D.C.; SAITO, M. & BAITELLO, J.B. 2000 Estrutura e diversidade do componente arbóreo da floresta na Estação Ecológica dos Caetetus, Gália, SP. Revista Brasileira de Botânica 23 (4): 371-383.",
Bauhinia forficata Link,Bauhinia forficata Link,"Curvelo, floresta ripícola",Brazil,-18.821899414062,-44.397800445557,694,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Hirtella martiana Hook.f.,Hirtella martiana Hook.f.,"Bom Jesus de Goiás, floresta decidual",Brazil,-15.925800323486,-50.082801818848,632,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Urera caracasana (Jacq.) Gaudich. ex Griseb.,Urera caracasana (Jacq.) Gaudich. ex Griseb.,"Mogi Guaçu, floresta semidecidual",Brazil,-22.285600662231,-47.162200927734,582,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Dipteryx alata Vogel,Dipteryx alata Vogel,"Três Marias, floresta decidual",Brazil,-18.089000701904,-45.182998657227,,,"CARVALHO, D.A.; OLIVEIRA-FILHO, A.T.; VILELA, E.A.; CURI, N.; VAN DEN BERG, E.; FONTES M.A.L. & BOTEZELLI, L. 2005 Distribuição de espécies arbóreo-arbustivas ao longo de um gradiente de solos e topografia em um trecho de floresta ripária do rio São Fran",
Picramnia sellowii Planch.,Picramnia sellowii Planch.,"João Pinheiro, floresta ripícola",Brazil,-17.655799865723,-46.312198638916,553,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Leandra variabilis Raddi,Leandra variabilis Raddi,"Serro, floresta semidecidual",Brazil,-18.548900604248,-43.387798309326,1120,Seasonally dry Semideciduous Broadleaved Forest,"SCOLFORO, J.R.S. & CARVALHO, L.M.T. (EDS.) 2007 Editora UFLA, Lavras, MG, Brasil. Mapeamento e inventário da flora nativa e dos reflorestamentos de Minas Gerais.",
Byrsonima stipulacea A.Juss.,Byrsonima stipulacea A.Juss.,"Antônio Dias, floresta semidecidual",Brazil,-19.626699447632,-42.865299224854,529,Seasonally dry Semideciduous Broadleaved Forest,"FRANÇA, G.S. 2008 Tese de Doutorado, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Bra Relações florísticas e heterogeneidade de espécies arbóreas em remanescentes de Mata Atlântica da bacia do rio Doce, Minas Gerais – Espírito Santo, Brasil.",
Duranta vestita Cham.,Duranta vestita Cham.,"Andradas, floresta semidecidual",Brazil,-22.048099517822,-46.566898345947,1291,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Annona emarginata (Schltdl.) H.Rainer,Annona emarginata (Schltdl.) H.Rainer,"Lupionópolis, floresta semidecidual",Brazil,-22.694400787354,-51.693599700928,353,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2006 Royal Botanic Gardens, Kew, U.K.; Jardim Botânico do Rio de Janeiro, Rio de Janeiro, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil; New York Botanical Garden Checklists compiled from herbarium specimens.",
Myrcia laruotteana Cambess.,Myrcia laruotteana Cambess.,"Coronel Pacheco, floresta semidecidual",Brazil,-21.550800323486,-43.251899719238,453,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Machaerium acutifolium Vogel,Machaerium acutifolium Vogel,"Araxá, floresta ripícola",Brazil,-19.606899261475,-46.908599853516,1023,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Psidium guineense Sw.,Psidium guineense Sw.,"Maciço do Urucum, sopés, floresta decidual",Brazil,-21.568300247192,-53.014198303223,291,Seasonally dry Deciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Solanum caavurana Vell.,Solanum caavurana Vell.,"Quatiguá, floresta semidecidual",Brazil,-23.450300216675,-51.254199981689,607,Seasonally cold Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
Nectandra lanceolata Nees,Nectandra lanceolata Nees,"Monte Belo, floresta semidecidual",Brazil,-21.370800018311,-46.280300140381,877,Seasonally dry Semideciduous Broadleaved Forest,"OLIVEIRA-FILHO, A.T. 2015 NeoTropTree. Flora arbórea da Região Neotropical: Um banco de dados envolvendo biogeografia, diversidade e conservação. Universidade Federal de Minas Gerais.",
